Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_list_price,Item_sale_price,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,average_product_rating,total_number_reviews,Scaled_Reviews,Comments,Item_Outlet_Sales,,,,New Metrics Track
DRM49,6.11,Regular,0.152813518,Soft Drinks,45.6086,45.6086,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1025.9978,,,,
NCP02,7.105,Low Fat,0.044771473,Household,58.2562,58.2562,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,592.562,,,,
FDW13,8.5,Low Fat,0.098083231,Canned,50.3324,50.3324,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,675.1212,,,,
FDV12,16.7,Regular,0.06121901,Baking Goods,100.0384,100.0384,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1970.768,,,,
FDH14,17.1,Regular,0.047073322,Canned,138.6838,138.6838,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2950.1598,,,,
FDQ20,8.325,Low Fat,0.029953314,Fruits and Vegetables,39.5138,39.5138,OUT017,2007,,Tier 2,Supermarket Type1,4.3 out of 5,7,700,,568.5932,,,,
FDT45,15.85,Low Fat,0,Snack Foods,55.1956,55.1956,OUT013,1987,High,Tier 3,Supermarket Type1,4.3 out of 5,7,700,,1255.6988,,,,
NCM26,,Low Fat,0.040520754,Others,153.934,153.934,OUT019,1985,Small,Tier 1,Grocery Store,4.3 out of 5,7,700,,153.134,,,,
FDJ22,,Low Fat,0.052554508,Snack Foods,190.3504,190.3504,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.3 out of 5,7,700,,1917.504,,,,
FDD29,12.15,Low Fat,0.018514652,Frozen Foods,252.7698,252.7698,OUT017,2007,,Tier 2,Supermarket Type1,3 out of 5,2,200,,5834.4054,,,,
FDA13,15.85,Low Fat,0.07871426,Canned,37.2506,37.2506,OUT045,2002,,Tier 2,Supermarket Type1,3 out of 5,2,200,,493.3578,,,,
FDV47,17.1,Low Fat,0.054197299,Breads,83.5566,83.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,3 out of 5,2,200,,1860.2452,,,,
FDS57,15.5,Low Fat,0.103442268,Snack Foods,144.847,144.847,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2433.499,,,,
DRG36,14.15,LF,0.095360186,Soft Drinks,172.3106,172.3106,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,3251.1014,,,,
FDK38,,low fat,0.053031857,Canned,149.1734,149.1734,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4454.202,,,,
DRJ49,6.865,Low Fat,0.013990601,Soft Drinks,127.6652,127.6652,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2841.6344,,,,
FDR37,16.5,Regular,0.066237024,Breakfast,183.1292,183.1292,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,6385.022,,,,
NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2376.906,,,,
FDR22,19.35,Regular,0.01863822,Snack Foods,110.2544,110.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1677.816,,,,
NCP42,8.51,Low Fat,0.016176344,Household,192.1478,192.1478,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.5 out of 5,2,200,,1937.478,,,,
FDK38,6.65,Low Fat,0.089196394,Canned,147.0734,147.0734,OUT010,1998,,Tier 3,Grocery Store,,,0,,296.9468,,,,
NCC43,7.39,Low Fat,0.092782895,Household,252.6066,252.6066,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2259.0594,,,,
FDH57,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,130.3284,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2504.7396,,,,
FDQ25,8.63,Regular,0.028271345,Canned,170.5422,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2069.3064,,,,
FDA11,7.75,Low Fat,0.043238822,Baking Goods,92.5436,92.5436,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1701.7848,,,,
FDG31,12.15,Low Fat,0.037955309,Meat,62.8826,62.8826,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,710.4086,,,,
FDW28,18.25,Low Fat,0.089186083,Frozen Foods,194.3452,194.3452,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,4502.1396,,,,
FDV14,19.85,Low Fat,0.044566659,Dairy,88.5856,88.5856,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,703.0848,,,,
FDB60,9.3,Low Fat,0.028638276,Baking Goods,195.8136,195.8136,OUT018,2009,Medium,Tier 3,Supermarket Type2,3 out of 5,,0,,2138.5496,,,,
FDU43,,Regular,0.057762301,Fruits and Vegetables,237.3564,237.3564,OUT027,1985,Medium,Tier 3,Supermarket Type3,3 out of 5,,0,,2145.2076,,,,
DRH11,5.98,LF,0.075711199,Hard Drinks,55.6614,55.6614,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,331.5684,,,,
FDC48,,Low Fat,0.027767577,Baking Goods,82.1592,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,5 out of 5,,0,,412.796,,,,
DRK39,7.02,Low Fat,0.049865399,Dairy,82.925,82.925,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1165.15,,,,
FDB20,7.72,Low Fat,0.052061483,Fruits and Vegetables,76.7986,76.7986,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1324.2762,,,,
FDE51,5.925,Regular,0.096387053,Dairy,45.6086,45.6086,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,356.8688,,,,
FDX36,9.695,Regular,0.128176489,Baking Goods,224.8404,224.8404,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3600.6464,,,,
NCT29,12.6,Low Fat,0.064110725,Health and Hygiene,122.3414,122.3414,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,243.6828,,,,
FDU45,15.6,Regular,0.035561344,Snack Foods,112.1518,112.1518,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1821.6288,,,,
FDF56,16.7,Regular,0.119647957,Fruits and Vegetables,180.9976,180.9976,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4165.2448,,,,
FDW07,18,Regular,0.238831875,Fruits and Vegetables,88.2514,88.2514,OUT010,1998,,Tier 3,Grocery Store,,,0,,88.5514,,,,
FDR52,,Regular,0.075676339,Frozen Foods,190.4846,190.4846,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,8789.8916,,,,
FDB45,20.85,LF,0.021416681,Fruits and Vegetables,104.6306,104.6306,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1149.8366,,,,
NCT42,,Low Fat,0.024766802,Household,151.0392,151.0392,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3281.0624,,,,
FDP52,18.7,reg,0.070691729,Frozen Foods,230.201,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,5742.525,,,,
FDI50,,Regular,0.030693309,Canned,228.0352,228.0352,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,10306.584,,,,
FDU48,18.85,Low Fat,0.055671582,Baking Goods,133.3284,133.3284,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,6,600,,263.6568,,,,
FDS43,11.65,Low Fat,0.040507228,Fruits and Vegetables,186.924,186.924,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,1,100,,2237.088,,,,
NCM41,16.5,Low Fat,0.035626319,Health and Hygiene,93.112,93.112,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,2,200,,932.12,,,,
FDP37,15.6,Low Fat,0.143688905,Breakfast,128.1994,128.1994,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.5 out of 5,2,200,,2184.4898,,,,
FDJ44,12.3,Regular,0.106542886,Fruits and Vegetables,173.2396,173.2396,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,3139.9128,,,,
FDY38,,Regular,0.208662546,Dairy,231.83,231.83,OUT019,1985,Small,Tier 1,Grocery Store,4 out of 5,16,1600,,466.06,,,,
FDC20,10.65,Low Fat,0.024107056,Fruits and Vegetables,56.6272,56.6272,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,1,100,,447.4176,,,,
FDF02,16.2,Low Fat,0.104058452,Canned,102.499,102.499,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,1,100,,2063.98,,,,
FDX38,10.5,Regular,0.048403392,Dairy,48.2376,48.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,1,100,,527.3136,,,,
FDN50,,Regular,0.026391403,Canned,92.812,92.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.7 out of 5,3,300,,2609.936,,,,
FDA07,7.55,Regular,0.031007381,Fruits and Vegetables,123.4072,123.4072,OUT045,2002,,Tier 2,Supermarket Type1,4.7 out of 5,3,300,,2082.6224,,,,
FDT49,,Low Fat,0.150672399,Canned,104.728,104.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2450.144,,,,
FDA09,13.35,Regular,0.149598628,Snack Foods,179.466,179.466,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3775.086,,,,
FDV43,16,Low Fat,0.077290355,Fruits and Vegetables,44.5086,44.5086,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,1,100,,713.7376,,,,
FDK58,,Regular,0.078758649,Snack Foods,103.0016,103.0016,OUT019,1985,Small,Tier 1,Grocery Store,4.8 out of 5,6,600,,202.4032,,,,
FDL22,16.85,Low Fat,0.036359891,Snack Foods,90.7488,90.7488,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2263.72,,,,
FDP56,8.185,Low Fat,0.046747071,Fruits and Vegetables,49.9692,49.9692,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,837.5764,,,,
DRL47,19.7,Low Fat,0,Hard Drinks,125.9362,125.9362,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.6 out of 5,11,1100,,1635.8706,,,,
NCT17,10.8,Low Fat,0.041865848,Health and Hygiene,189.7214,189.7214,OUT046,1997,Small,Tier 1,Supermarket Type1,4.5 out of 5,2,200,,5841.0634,,,,
FDR12,12.6,Regular,0.031713126,Baking Goods,172.5764,172.5764,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1030.6584,,,,
FDD39,16.7,Low Fat,0.07044068,Dairy,216.885,216.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,2,200,,6275.165,,,,
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,1,100,,1870.898,,,,
FDV19,14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,162.2578,OUT017,2007,,Tier 2,Supermarket Type1,4.9 out of 5,79,7900,,3690.5294,,,,
FDS55,,Low Fat,0.142107998,Fruits and Vegetables,150.3734,150.3734,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,296.9468,,,,
FDM50,13,Regular,0.030064132,Canned,58.022,58.022,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,898.83,,,,
DRF13,12.1,Low Fat,0.029781363,Soft Drinks,146.9444,146.9444,OUT046,1997,Small,Tier 1,Supermarket Type1,4.9 out of 5,36,3600,,1596.5884,,,,
FDJ48,11.3,Low Fat,0.056387854,Baking Goods,245.4118,245.4118,OUT013,1987,High,Tier 3,Supermarket Type1,4.3 out of 5,3,300,,6669.3186,,,,
FDM20,10,Low Fat,0.038653608,Fruits and Vegetables,245.4144,245.4144,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,7105.4176,,,,
FDP24,20.6,Low Fat,0.083172413,Baking Goods,121.0756,121.0756,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,1,100,,1696.4584,,,,
FDC16,11.5,Regular,0.020565921,Dairy,86.054,86.054,OUT035,2004,Small,Tier 2,Supermarket Type1,4.9 out of 5,11,1100,,1384.864,,,,
NCB42,11.8,LF,0.008609602,Health and Hygiene,114.8492,114.8492,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1390.1904,,,,
FDN01,8.895,Low Fat,0.121180705,Breakfast,177.037,177.037,OUT010,1998,,Tier 3,Grocery Store,3 out of 5,3,300,,176.437,,,,
FDT34,9.3,Low Fat,0.174703862,Snack Foods,104.0964,104.0964,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1788.3388,,,,
FDA52,,Regular,0.127800388,Frozen Foods,177.037,177.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,2,200,,4587.362,,,,
NCC18,19.1,Low Fat,0.296713665,Household,171.8422,171.8422,OUT010,1998,,Tier 3,Grocery Store,,,0,,1034.6532,,,,
NCR41,17.85,Low Fat,0.018125948,Health and Hygiene,94.9094,94.9094,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,761.6752,,,,
FDX23,6.445,Low Fat,0.029859711,Baking Goods,94.1436,94.1436,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1418.154,,,,
FDP39,12.65,Low Fat,0.116203156,Meat,53.5324,53.5324,OUT010,1998,,Tier 3,Grocery Store,,,0,,415.4592,,,,
NCH07,13.15,Low Fat,0.09264951,Household,157.8604,157.8604,OUT035,2004,Small,Tier 2,Supermarket Type1,4.5 out of 5,91,9100,,3803.0496,,,,
FDW47,,Low Fat,0.081197035,Breads,121.7414,121.7414,OUT019,1985,Small,Tier 1,Grocery Store,4.7 out of 5,42,4200,,365.5242,,,,
DRD13,15,Low Fat,0.049070183,Soft Drinks,61.9168,61.9168,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,767.0016,,,,
FDR48,11.65,Low Fat,0.131394793,Baking Goods,151.9024,151.9024,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1669.8264,,,,
FDE17,20.1,Regular,0,Frozen Foods,152.2366,152.2366,OUT010,1998,,Tier 3,Grocery Store,4.8 out of 5,11,1100,,151.1366,,,,
FDP60,17.35,Low Fat,0,Baking Goods,102.9016,102.9016,OUT046,1997,Small,Tier 1,Supermarket Type1,4 out of 5,1,100,,1922.8304,,,,
FDD57,18.1,Low Fat,0.022526293,Fruits and Vegetables,95.0094,95.0094,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1713.7692,,,,
FDW13,8.5,low fat,0.163838951,Canned,51.3324,51.3324,OUT010,1998,,Tier 3,Grocery Store,,,0,,311.5944,,,,
FDN24,14.1,Low Fat,0.11349714,Baking Goods,56.1956,56.1956,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1364.89,,,,
FDJ34,11.8,Regular,0.094185483,Snack Foods,126.2704,126.2704,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2002.7264,,,,
FDD46,6.035,low fat,0.14113846,Snack Foods,155.0998,155.0998,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3691.1952,,,,
FDF46,,Low Fat,0.164006137,Snack Foods,113.2834,113.2834,OUT019,1985,Small,Tier 1,Grocery Store,5 out of 5,8,800,,575.917,,,,
NCE43,12.5,Low Fat,0.17314115,Household,168.4448,168.4448,OUT010,1998,,Tier 3,Grocery Store,3 out of 5,6,600,,170.4448,,,,
FDN27,20.85,Low Fat,0.039555016,Meat,116.8808,116.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,4 out of 5,17,1700,,820.2656,,,,
FDW52,14,Regular,0.037580877,Frozen Foods,162.6526,162.6526,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.8 out of 5,5,500,,4275.7676,,,,
DRH03,17.25,Low Fat,0.035064318,Dairy,92.412,92.412,OUT046,1997,Small,Tier 1,Supermarket Type1,4.8 out of 5,9,900,,1304.968,,,,
NCM29,11.5,Low Fat,0.017678008,Health and Hygiene,129.2626,129.2626,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1705.1138,,,,
FDR58,6.675,Low Fat,0.041986639,Snack Foods,93.2462,93.2462,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1480.7392,,,,
FDY50,5.8,Low Fat,0.130955811,Dairy,90.3172,90.3172,OUT046,1997,Small,Tier 1,Supermarket Type1,4 out of 5,4,400,,1338.258,,,,
FDE16,8.895,Low Fat,0.026492726,Frozen Foods,208.4954,208.4954,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,6251.862,,,,
NCE31,7.67,Low Fat,0.185130961,Household,32.9216,32.9216,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,588.5672,,,,
FDE53,10.895,Low Fat,0.026934673,Frozen Foods,106.128,106.128,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,319.584,,,,
DRK11,8.21,Low Fat,0,Hard Drinks,148.2392,148.2392,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1491.392,,,,
DRH13,8.575,Low Fat,0.023866079,Soft Drinks,107.128,107.128,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,958.752,,,,
FDA11,7.75,Low Fat,0.043414959,Baking Goods,93.1436,93.1436,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1418.154,,,,
DRL35,,Low Fat,0.030554947,Hard Drinks,41.877,41.877,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1125.202,,,,
DRF36,,Low Fat,0.023463124,Soft Drinks,190.6846,190.6846,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,1,100,,9554.23,,,,
FDI07,12.35,Regular,0.033951827,Meat,197.2426,197.2426,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,2966.139,,,,
FDI32,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,117.1834,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,3,300,,691.1004,,,,
DRL60,8.52,Low Fat,0.027169589,Soft Drinks,151.0682,151.0682,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.5 out of 5,4,400,,1829.6184,,,,
NCY17,18.2,Low Fat,0.1630653,Health and Hygiene,43.3086,43.3086,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,8,800,,758.3462,,,,
DRH36,,Low Fat,0.058444176,Soft Drinks,73.0696,73.0696,OUT019,1985,Small,Tier 1,Grocery Store,4.7 out of 5,3,300,,223.7088,,,,
FDX02,16,Low Fat,0.057049301,Dairy,225.9404,225.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,3 out of 5,1,100,,1350.2424,,,,
FDG46,8.63,Regular,0.032960823,Snack Foods,115.0518,115.0518,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1366.2216,,,,
FDM60,10.8,Regular,0,Baking Goods,40.7138,40.7138,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,4,400,,406.138,,,,
FDJ22,18.75,Low Fat,0.053025371,Snack Foods,192.5504,192.5504,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.7 out of 5,3,300,,2109.2544,,,,
FDU59,5.78,Low Fat,0.096306016,Breads,161.9552,161.9552,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2111.9176,,,,
FDL38,13.8,Regular,0.014762987,Canned,90.7172,90.7172,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1338.258,,,,
FDZ23,17.75,Regular,0.067446626,Baking Goods,184.724,184.724,OUT013,1987,High,Tier 3,Supermarket Type1,4.6 out of 5,8,800,,1677.816,,,,
FDX52,11.5,Regular,0.042173667,Frozen Foods,194.682,194.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.4 out of 5,5,500,,2316.984,,,,
NCB42,11.8,LF,0.008578539,Health and Hygiene,117.6492,117.6492,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,1,100,,1158.492,,,,
NCU18,15.1,Low Fat,0.056155909,Household,140.5496,140.5496,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,3,300,,2681.8424,,,,
FDI32,,Low Fat,0.305305397,Fruits and Vegetables,116.6834,116.6834,OUT019,1985,Small,Tier 1,Grocery Store,4 out of 5,2,200,,460.7336,,,,
DRZ11,8.85,Regular,0.112571187,Soft Drinks,122.0388,122.0388,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,1,100,,1609.9044,,,,
NCL54,12.6,Low Fat,0.083221904,Household,174.5054,174.5054,OUT017,2007,,Tier 2,Supermarket Type1,4.3 out of 5,4,400,,2626.581,,,,
FDS19,13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,75.8012,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1138.518,,,,
DRB13,6.115,Regular,0.007055292,Soft Drinks,188.653,188.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.4 out of 5,44,4400,,3605.307,,,,
DRI51,17.25,Low Fat,0.070703828,Dairy,170.3764,170.3764,OUT010,1998,,Tier 3,Grocery Store,,,0,,343.5528,,,,
FDS57,,Low Fat,0.102941345,Snack Foods,142.047,142.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,8,800,,2719.793,,,,
FDT39,6.26,Regular,0.009887927,Meat,150.7366,150.7366,OUT045,2002,,Tier 2,Supermarket Type1,4.7 out of 5,6,600,,2418.1856,,,,
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.254,86.254,OUT010,1998,,Tier 3,Grocery Store,4.3 out of 5,3,300,,173.108,,,,
NCB18,19.6,Low Fat,0.069112952,Household,90.1514,90.1514,OUT010,1998,,Tier 3,Grocery Store,,,0,,442.757,,,,
FDR25,,Regular,0.138846289,Canned,263.7884,263.7884,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1324.942,,,,
FDV21,11.5,Low Fat,0.171050595,Snack Foods,126.3704,126.3704,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,1,100,,3880.2824,,,,
DRH23,14.65,Low Fat,0,Hard Drinks,54.9614,54.9614,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,552.614,,,,
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,102.8016,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.6 out of 5,7,700,,1012.016,,,,
NCC31,8.02,LF,0.033259081,Household,154.2972,154.2972,OUT010,1998,,Tier 3,Grocery Store,3.6 out of 5,14,1400,,1090.5804,,,,
FDU03,18.7,Regular,0.092095924,Meat,183.3292,183.3292,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2006.7212,,,,
FDG50,7.405,Low Fat,0.015295536,Canned,89.7146,89.7146,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.8 out of 5,4,400,,547.2876,,,,
FDY31,5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4418,148.4418,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2354.2688,,,,
FDX39,,Regular,0.049435598,Meat,209.7586,209.7586,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5487.5236,,,,
FDE46,,Low Fat,0.027610698,Snack Foods,149.5366,149.5366,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,604.5464,,,,
NCN29,15.2,Low Fat,0.012141036,Health and Hygiene,48.7034,48.7034,OUT045,2002,,Tier 2,Supermarket Type1,4.8 out of 5,9,900,,680.4476,,,,
DRF13,12.1,Low Fat,0.029949818,Soft Drinks,146.3444,146.3444,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,6,600,,3773.7544,,,,
FDT46,,Low Fat,0.053939315,Snack Foods,52.1008,52.1008,OUT019,1985,Small,Tier 1,Grocery Store,4.8 out of 5,11,1100,,50.6008,,,,
FDS58,9.285,Regular,0,Snack Foods,161.5578,161.5578,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,1,100,,4653.2762,,,,
FDX52,,Regular,0.073541072,Frozen Foods,192.282,192.282,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,386.164,,,,
FDP27,8.155,Low Fat,0.199935881,Meat,188.453,188.453,OUT010,1998,,Tier 3,Grocery Store,,,0,,379.506,,,,
FDX44,9.3,Low Fat,0.043033346,Fruits and Vegetables,89.4172,89.4172,OUT049,1999,Medium,Tier 1,Supermarket Type1,4 out of 5,1,100,,1159.8236,,,,
DRO35,13.85,Low Fat,0.034570357,Hard Drinks,117.4492,117.4492,OUT046,1997,Small,Tier 1,Supermarket Type1,4.5 out of 5,2,200,,3243.7776,,,,
FDC59,16.7,Regular,0.054739692,Starchy Foods,65.7168,65.7168,OUT045,2002,,Tier 2,Supermarket Type1,4.3 out of 5,3,300,,1086.5856,,,,
FDB12,11.15,Regular,0.105471384,Baking Goods,105.8648,105.8648,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1973.4312,,,,
FDU26,16.7,Regular,0.042610897,Dairy,117.2782,117.2782,OUT035,2004,Small,Tier 2,Supermarket Type1,4.7 out of 5,7,700,,715.0692,,,,
NCF30,17,Low Fat,0.126758324,Household,124.5362,124.5362,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,2,200,,1132.5258,,,,
FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.372,228.372,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,4527.44,,,,
FDN02,16.5,Low Fat,0.073813788,Canned,207.2638,207.2638,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,5383.6588,,,,
DRC27,13.8,Low Fat,0.097251621,Dairy,245.7802,245.7802,OUT010,1998,,Tier 3,Grocery Store,,,0,,245.6802,,,,
FDZ38,,Low Fat,0.014008751,Dairy,171.3422,171.3422,OUT019,1985,Small,Tier 1,Grocery Store,4.3 out of 5,23,2300,,862.211,,,,
DRH25,18.7,Low Fat,0.02442574,Soft Drinks,52.9324,52.9324,OUT010,1998,,Tier 3,Grocery Store,,,0,,51.9324,,,,
FDK21,7.905,Low Fat,0.010012319,Snack Foods,250.4408,250.4408,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,3004.0896,,,,
FDT01,13.65,Regular,0.184454044,Canned,211.4902,211.4902,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,1,100,,4035.4138,,,,
FDZ09,17.6,Low Fat,0.105042025,Snack Foods,163.8868,163.8868,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3111.9492,,,,
DRL37,15.5,Low Fat,0.053589594,Soft Drinks,44.177,44.177,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.4 out of 5,10,1000,,173.108,,,,
FDN49,17.25,Regular,0.125734578,Breakfast,41.748,41.748,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,199.74,,,,
FDC22,6.89,Regular,0.136705075,Snack Foods,194.882,194.882,OUT045,2002,,Tier 2,Supermarket Type1,4.7 out of 5,3,300,,4440.886,,,,
FDT33,7.81,Regular,0.03412912,Snack Foods,165.1158,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.9 out of 5,14,1400,,1838.2738,,,,
NCB43,20.2,Low Fat,0.100319317,Household,188.6898,188.6898,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,3367.6164,,,,
DRI25,,Low Fat,0.033737273,Soft Drinks,56.6614,56.6614,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.7 out of 5,13,1300,,607.8754,,,,
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,113.1176,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,4695.2216,,,,
FDS23,4.635,Low Fat,0.14086247,Breads,126.4994,126.4994,OUT035,2004,Small,Tier 2,Supermarket Type1,4.8 out of 5,4,400,,1670.4922,,,,
